Well_ID,Point_ID,Grid_Code,x_long,y_lat,County,MeasurementMonth,MeasurementDay,MeasurementYear,WaterElevation,Aquifer_Btt,SatTH
636602,,,-101.530278,35.426389,Carson,9,25,1995,3076.28,2750,326.28
636602,,,-101.530278,35.426389,Carson,9,30,1995,3076.57,2750,326.57
636602,,,-101.530278,35.426389,Carson,10,5,1995,3076.74,2750,326.74
636602,,,-101.530278,35.426389,Carson,10,10,1995,3076.74,2750,326.74
636602,,,-101.530278,35.426389,Carson,10,15,1995,3076.74,2750,326.74
636602,,,-101.530278,35.426389,Carson,10,20,1995,3076.76,2750,326.76
636602,,,-101.530278,35.426389,Carson,10,25,1995,3077.02,2750,327.02
636602,,,-101.530278,35.426389,Carson,10,30,1995,3077.14,2750,327.14
636602,,,-101.530278,35.426389,Carson,11,5,1995,3077.02,2750,327.02
636602,,,-101.530278,35.426389,Carson,11,10,1995,3077.31,2750,327.31
636602,,,-101.530278,35.426389,Carson,11,15,1995,3077.2,2750,327.2
636602,,,-101.530278,35.426389,Carson,11,20,1995,3074.9,2750,324.9
636602,,,-101.530278,35.426389,Carson,11,25,1995,3076.04,2750,326.04
636602,,,-101.530278,35.426389,Carson,11,30,1995,3076.47,2750,326.47
636602,,,-101.530278,35.426389,Carson,12,5,1995,3074.94,2750,324.94
636602,,,-101.530278,35.426389,Carson,12,10,1995,3075.35,2750,325.35
636602,,,-101.530278,35.426389,Carson,12,15,1995,3075.26,2750,325.26
636602,,,-101.530278,35.426389,Carson,12,20,1995,3076.5,2750,326.5
636602,,,-101.530278,35.426389,Carson,12,25,1995,3076.53,2750,326.53
636602,,,-101.530278,35.426389,Carson,12,30,1995,3076.99,2750,326.99
637301,,,-101.388889,35.461667,Carson,12,27,1995,3105.1,2930,175.1
637911,,,-101.3775,35.384722,Carson,12,28,1995,2993.01,2710,283.01
638501,,,-101.323611,35.441667,Carson,12,28,1995,3069.61,2830,239.61
638601,,,-101.268889,35.443056,Carson,12,28,1995,3047.88,2920,127.88
639511,,,-101.186111,35.420833,Carson,3,1,1995,2956,2690,266
640205,,,-101.065556,35.472778,Gray,12,20,1995,2911.41,2830,81.41
640501,,,-101.059723,35.440834,Gray,12,20,1995,2925.15,2810,115.15
640802,,,-101.057501,35.399445,Gray,12,20,1995,2934,2740,194
645416,,,-101.487778,35.32,Carson,2,16,1995,3045.64,2890,155.64
645902,,,-101.383055,35.265834,Carson,12,27,1995,3051.08,2910,141.08
646401,,,-101.373333,35.316112,Carson,2,16,1995,3084.11,2720,364.11
646701,,,-101.363056,35.256112,Carson,2,21,1995,3055.64,3000,55.64
648501,,,-101.051389,35.331667,Gray,12,20,1995,2936.2,2880,56.2
648801,,,-101.064167,35.291111,Gray,12,20,1995,3002.98,2970,32.98
649305,,,-101.8925,35.2425,Potter,12,11,1995,3471.09,3400,71.09
649508,,,-101.950278,35.176389,Randall,1,19,1995,3522.67,3465,57.67
649704,,,-101.973889,35.146667,Randall,1,19,1995,3525.77,3432.5,93.27
649911,,,-101.911389,35.151667,Randall,10,10,1995,3478,3441.4,36.6
650610,,,-101.761112,35.174722,Randall,12,15,1995,3377.17,3280,97.17
652801,,,-101.543334,35.160556,Armstrong,12,26,1995,3329.1,3290,39.1
652902,,,-101.513056,35.159167,Armstrong,1,21,1995,3320.53,3280,40.53
652906,,,-101.529444,35.138056,Armstrong,1,4,1995,3330.32,3270,60.32
653403,,,-101.471389,35.17,Armstrong,12,26,1995,3299.02,3200,99.02
653703,,,-101.485278,35.165001,Armstrong,1,4,1995,3295.91,3230,65.91
654611,,,-101.250834,35.172222,Armstrong,1,5,1995,3041.78,3020,21.78
654611,,,-101.250834,35.172222,Armstrong,12,26,1995,3040.44,3020,20.44
654702,,,-101.364723,35.127222,Armstrong,12,22,1995,3227.31,3180,47.31
655504,,,-101.169167,35.181111,Armstrong,1,4,1995,2982.49,2850,132.49
655504,,,-101.169167,35.181111,Armstrong,12,20,1995,2980.56,2850,130.56
655615,,,-101.126111,35.179722,Armstrong,12,20,1995,2948.74,2830,118.74
655801,,,-101.203612,35.157778,Armstrong,12,20,1995,3018.88,2900,118.88
655901,,,-101.143611,35.154167,Armstrong,12,20,1995,2970.4,2830,140.4
656507,,,-101.082222,35.198056,Gray,12,20,1995,2950.1,2780,170.1
656603,,,-101.037778,35.173055,Donley,1,2,1995,2933.6,2700,233.6
656603,,,-101.037778,35.173055,Donley,12,27,1995,2931.16,2700,231.16
656802,,,-101.078333,35.163612,Donley,1,2,1995,2907.44,2720,187.44
656903,,,-101.010556,35.156945,Donley,1,2,1995,2887.52,2650,237.52
656903,,,-101.010556,35.156945,Donley,12,27,1995,2895.86,2650,245.86
657202,,,-101.953612,35.115556,Randall,1,19,1995,3505.74,3450,55.74
657208,,,-101.942778,35.104445,Randall,1,19,1995,3499.23,3440,59.23
657304,,,-101.893611,35.094445,Randall,2,8,1995,3487.08,3442.9,44.18
657315,,,-101.915001,35.086667,Randall,1,19,1995,3508.66,3462.8,45.86
657421,,,-101.986945,35.072778,Randall,1,19,1995,3511.03,3434.7,76.33
657505,,,-101.934445,35.046667,Randall,1,19,1995,3465.34,3380,85.34
657535,,,-101.918333,35.064723,Randall,1,19,1995,3474.61,3437.5,37.11
657714,,,-101.988889,35.003889,Randall,1,18,1995,3540.46,3520.5,19.96
657716,,,-101.980833,35.036111,Randall,1,19,1995,3509.46,3458.7,50.76
657802,,,-101.936111,35.025555,Randall,1,19,1995,3473.79,3410,63.79
657906,,,-101.895,35.024167,Randall,12,19,1995,3487.83,3428.9,58.93
658403,,,-101.865834,35.043334,Randall,12,19,1995,3482.98,3410,72.98
658601,,,-101.773055,35.075278,Randall,12,19,1995,3373.7,3310,63.7
658701,,,-101.868333,35.000278,Randall,12,19,1995,3490.4,3429.2,61.2
659101,,,-101.723055,35.088611,Randall,12,15,1995,3369.08,3300,69.08
659104,,,-101.731944,35.119167,Randall,12,15,1995,3377.28,3270,107.28
659201,,,-101.685834,35.103334,Randall,12,15,1995,3364.7,3280,84.7
659307,,,-101.664167,35.102223,Randall,12,15,1995,3354.23,3260,94.23
660202,,,-101.559167,35.103334,Armstrong,12,22,1995,3323.62,3290,33.62
660701,,,-101.585556,35.023889,Armstrong,12,22,1995,3284.16,3210,74.16
660902,,,-101.529167,35.001112,Armstrong,12,22,1995,3241.78,3160,81.78
661301,,,-101.3975,35.1180556,Armstrong,12,26,1995,3257.98,3170,87.98
661801,,,-101.458056,35.020555,Armstrong,1,4,1995,3268.38,3180,88.38
661802,,,-101.431389,35.03,Armstrong,1,4,1995,3262.85,3200,62.85
661802,,,-101.431389,35.03,Armstrong,12,22,1995,3261.56,3200,61.56
662301,,,-101.2775,35.111667,Armstrong,1,4,1995,3077.6,3050,27.6
662301,,,-101.2775,35.111667,Armstrong,12,27,1995,3071.95,3050,21.95
662901,,,-101.265556,35.036667,Armstrong,12,27,1995,3083.93,3030,53.93
663202,,,-101.181667,35.120278,Armstrong,12,20,1995,2984.56,2850,134.56
663601,,,-101.140556,35.052778,Armstrong,12,27,1995,2938.06,2820,118.06
663802,,,-101.168611,35.014167,Armstrong,12,27,1995,2903.04,2800,103.04
664501,,,-101.077778,35.046111,Donley,12,28,1995,2870.22,2700,170.22
664811,,,-101.063889,35.027222,Donley,12,28,1995,2851.97,2740,111.97
701203,,,-102.951667,35.965834,Hartley,3,14,1995,4179.53,3940,239.53
702301,,,-102.788889,35.995278,Hartley,3,16,1995,3919.33,3690,229.33
702801,,,-102.813334,35.878333,Hartley,3,14,1995,3930.73,3720,210.73
703301,,,-102.643334,35.985834,Hartley,3,15,1995,3657.47,3540,117.47
704103,,,-102.593889,35.969722,Hartley,3,15,1995,3766.13,3470,296.13
705101,,,-102.4775,35.971389,Hartley,3,14,1995,3581.86,3380,201.86
705302,,,-102.408334,35.978333,Hartley,3,16,1995,3529.61,3390,139.61
705502,,,-102.433055,35.946111,Hartley,3,16,1995,3541.19,3410,131.19
705801,,,-102.423611,35.896111,Hartley,3,14,1995,3518.65,3430,88.65
706202,,,-102.317778,35.966667,Hartley,3,16,1995,3504.14,3310,194.14
706504,,,-102.301112,35.920833,Hartley,3,15,1995,3490.64,3240,250.64
706505,,,-102.298889,35.945,Hartley,3,16,1995,3489.03,3270,219.03
706801,,,-102.303056,35.883334,Hartley,3,16,1995,3484.88,3240,244.88
707101,,,-102.212223,35.968055,Hartley,3,14,1995,3451.76,3320,131.76
707201,,,-102.176111,35.968055,Hartley,3,14,1995,3423.83,3330,93.83
707301,,,-102.140834,35.967778,Moore,3,23,1995,3392.63,3010,382.63
707402,,,-102.212501,35.935834,Hartley,3,16,1995,3449.56,3320,129.56
707601,,,-102.134445,35.938334,Moore,3,24,1995,3384.78,3060,324.78
707701,,,-102.248334,35.883055,Hartley,3,14,1995,3465.45,3220,245.45
707801,,,-102.194722,35.902778,Hartley,3,15,1995,3449.55,3310,139.55
708501,,,-102.051945,35.938611,Moore,3,22,1995,3342.33,2930,412.33
708702,,,-102.121667,35.880833,Moore,3,23,1995,3414.88,3290,124.88
708703,,,-102.123611,35.914167,Moore,3,28,1995,3397.71,3260,137.71
709101,,,-102.964723,35.863889,Hartley,3,14,1995,4063.99,3890,173.99
709501,,,-102.958056,35.802501,Hartley,3,16,1995,4015.97,3760,255.97
711501,,,-102.695834,35.814445,Hartley,3,20,1995,3726.21,3490,236.21
711601,,,-102.651389,35.800278,Hartley,3,20,1995,3688.13,3480,208.13
712401,,,-102.613612,35.805834,Hartley,9,25,1995,3657.66,3480,177.66
712401,,,-102.613612,35.805834,Hartley,9,30,1995,3657.68,3480,177.68
712401,,,-102.613612,35.805834,Hartley,10,5,1995,3657.59,3480,177.59
712401,,,-102.613612,35.805834,Hartley,10,10,1995,3657.62,3480,177.62
712401,,,-102.613612,35.805834,Hartley,10,15,1995,3657.7,3480,177.7
712401,,,-102.613612,35.805834,Hartley,10,20,1995,3657.77,3480,177.77
712401,,,-102.613612,35.805834,Hartley,10,25,1995,3657.84,3480,177.84
712401,,,-102.613612,35.805834,Hartley,10,30,1995,3657.82,3480,177.82
712401,,,-102.613612,35.805834,Hartley,11,5,1995,3658.01,3480,178.01
712401,,,-102.613612,35.805834,Hartley,11,10,1995,3658.24,3480,178.24
712401,,,-102.613612,35.805834,Hartley,11,15,1995,3658.24,3480,178.24
712401,,,-102.613612,35.805834,Hartley,11,20,1995,3658.24,3480,178.24
712401,,,-102.613612,35.805834,Hartley,11,25,1995,3658.24,3480,178.24
712401,,,-102.613612,35.805834,Hartley,11,30,1995,3658.19,3480,178.19
712401,,,-102.613612,35.805834,Hartley,12,5,1995,3658.24,3480,178.24
712401,,,-102.613612,35.805834,Hartley,12,10,1995,3658.24,3480,178.24
712401,,,-102.613612,35.805834,Hartley,12,15,1995,3658.24,3480,178.24
712401,,,-102.613612,35.805834,Hartley,12,20,1995,3658.24,3480,178.24
712401,,,-102.613612,35.805834,Hartley,12,25,1995,3658.24,3480,178.24
712401,,,-102.613612,35.805834,Hartley,12,30,1995,3658.47,3480,178.47
713601,,,-102.416389,35.825,Hartley,3,14,1995,3524.31,3350,174.31
713801,,,-102.432222,35.770833,Hartley,3,16,1995,3502.15,3330,172.15
714101,,,-102.351945,35.851945,Hartley,3,15,1995,3533.76,3310,223.76
714201,,,-102.331111,35.856667,Hartley,3,16,1995,3507.49,3260,247.49
714301,,,-102.266389,35.842778,Hartley,3,14,1995,3482.29,3260,222.29
714601,,,-102.275833,35.808334,Hartley,3,14,1995,3494.43,3300,194.43
714701,,,-102.361945,35.780555,Hartley,3,14,1995,3513.23,3260,253.23
714901,,,-102.258056,35.778055,Hartley,3,15,1995,3490.94,3290,200.94
715201,,,-102.171389,35.863056,Hartley,3,20,1995,3436.33,3190,246.33
715304,,,-102.149722,35.851667,Moore,3,28,1995,3430.21,3230,200.21
715401,,,-102.238611,35.808612,Hartley,3,14,1995,3471.33,3220,251.33
715502,,,-102.168611,35.808612,Hartley,3,14,1995,3414.88,3200,214.88
715505,,,-102.203334,35.821389,Hartley,3,20,1995,3438.65,3200,238.65
715601,,,-102.159723,35.801945,Moore,3,23,1995,3415.39,3240,175.39
715603,,,-102.130278,35.807778,Moore,3,28,1995,3417.73,3280,137.73
715804,,,-102.169722,35.764723,Hartley,3,14,1995,3445.21,3330,115.21
716301,,,-102.007778,35.871111,Moore,3,22,1995,3365.65,3050,315.65
717201,,,-102.921111,35.745,Hartley,3,16,1995,3959.83,3760,199.83
717601,,,-102.881389,35.686945,Hartley,12,7,1995,3925.5,3880,45.5
717901,,,-102.899722,35.653612,Hartley,12,7,1995,3918.7,3870,48.7
721301,,,-102.388056,35.724167,Hartley,3,16,1995,3544.09,3220,324.09
722301,,,-102.289445,35.745278,Hartley,3,16,1995,3522.98,3340,182.98
723102,,,-102.213612,35.735556,Hartley,3,15,1995,3472.65,3330,142.65
723201,,,-102.182222,35.749722,Hartley,3,14,1995,3457.59,3330,127.59
723301,,,-102.129722,35.735556,Moore,3,22,1995,3435.29,3330,105.29
724403,,,-102.111112,35.706389,Moore,3,28,1995,3408.43,3260,148.43
744807,,,-102.563889,35.269167,Oldham,12,10,1995,3925.2,3831.5,93.7
744901,,,-102.541667,35.263612,Oldham,12,10,1995,3922,3822.5,99.5
745601,,,-102.413056,35.304167,Oldham,12,7,1995,3837.1,3791.8,45.3
745702,,,-102.4875,35.282778,Oldham,12,10,1995,3901.7,3818.4,83.3
745801,,,-102.418889,35.275278,Oldham,12,7,1995,3803.5,3721.9,81.6
745901,,,-102.378055,35.251112,Oldham,12,7,1995,3770.3,3742.2,28.1
746705,,,-102.355001,35.291111,Oldham,12,7,1995,3762.1,3732.1,30
746801,,,-102.326111,35.266667,Oldham,12,7,1995,3759.6,3682.9,76.7
750401,,,-102.854445,35.177222,Deaf Smith,12,6,1995,4160.3,4126.9,33.4
750602,,,-102.753334,35.208056,Oldham,12,10,1995,4096.1,4029.9,66.2
750701,,,-102.836945,35.133611,Deaf Smith,12,6,1995,4092.9,3990.9,102
751101,,,-102.744445,35.220833,Oldham,12,8,1995,4093.3,4052.8,40.5
751201,,,-102.691111,35.215834,Oldham,12,10,1995,4031,3987.4,43.6
751601,,,-102.655556,35.200278,Oldham,12,10,1995,4006.9,3986.4,20.5
751701,,,-102.728333,35.1375,Deaf Smith,12,6,1995,3907.2,3862.1,45.1
752101,,,-102.608889,35.211667,Oldham,12,8,1995,3898.75,3830.8,67.95
752401,,,-102.612501,35.182778,Deaf Smith,12,6,1995,3878.1,3791.7,86.4
752501,,,-102.571667,35.1875,Oldham,12,8,1995,3846.8,3764.7,82.1
752502,,,-102.558889,35.167222,Deaf Smith,12,6,1995,3842,3769,73
752610,,,-102.505556,35.200556,Oldham,12,10,1995,3820.5,3758.5,62
752616,,,-102.536111,35.166944,Deaf Smith,12,6,1995,3839.1,3780.8,58.3
753221,,,-102.434445,35.220833,Oldham,12,8,1995,3788.4,3703,85.4
753227,,,-102.450278,35.240556,Oldham,12,8,1995,3816.3,3699,117.3
753308,,,-102.390278,35.234722,Oldham,12,8,1995,3799.3,3745.4,53.9
753701,,,-102.488611,35.163889,Deaf Smith,1,12,1995,3806.85,3756.5,50.35
753902,,,-102.391389,35.145,Deaf Smith,1,12,1995,3747.3,3650.8,96.5
754404,,,-102.364167,35.188334,Oldham,12,8,1995,3780,3718.4,61.6
754702,,,-102.347222,35.144167,Deaf Smith,1,12,1995,3788.05,3718.5,69.55
754901,,,-102.276389,35.149722,Deaf Smith,1,12,1995,3690.25,3680.1,10.15
755501,,,-102.199722,35.196667,Oldham,12,8,1995,3655.6,3571,84.6
755601,,,-102.146389,35.205556,Potter,1,18,1995,3643.02,3570.3,72.72
755701,,,-102.224722,35.160556,Deaf Smith,1,12,1995,3638.18,3519.4,118.78
755921,,,-102.139445,35.131389,Randall,1,18,1995,3586.61,3500.8,85.81
756307,,,-102.0275,35.218611,Potter,1,19,1995,3587.07,3507.1,79.97
756501,,,-102.063889,35.206667,Potter,1,19,1995,3584.52,3499.6,84.92
756520,,,-102.046389,35.183334,Potter,1,19,1995,3562.64,3503.5,59.14
756601,,,-102.009445,35.186945,Potter,1,19,1995,3555.76,3497.2,58.56
756702,,,-102.097778,35.161389,Randall,1,18,1995,3567.25,3498.5,68.75
756904,,,-102.010278,35.152223,Randall,1,19,1995,3549.06,3459.6,89.46
757401,,,-102.975278,35.045278,Deaf Smith,12,5,1995,4148.9,4104.9,44
757502,,,-102.921389,35.060278,Deaf Smith,12,5,1995,4060.2,4020.2,40
758101,,,-102.837222,35.090556,Deaf Smith,12,6,1995,4002.5,3976.9,25.6
758601,,,-102.763889,35.0475,Deaf Smith,12,6,1995,3930.9,3875.9,55
758701,,,-102.852223,35.024722,Deaf Smith,12,5,1995,4000.7,3957.3,43.4
758801,,,-102.825278,35.028055,Deaf Smith,12,5,1995,3972.9,3959.8,13.1
758901,,,-102.782222,35.010001,Deaf Smith,12,5,1995,3949,3881.6,67.4
759101,,,-102.710001,35.116944,Deaf Smith,12,6,1995,3881.1,3821.4,59.7
759301,,,-102.634167,35.094722,Deaf Smith,1,12,1995,3833.85,3775.2,58.65
759501,,,-102.702501,35.073055,Deaf Smith,12,6,1995,3880.8,3804.5,76.3
759602,,,-102.657778,35.051945,Deaf Smith,1,12,1995,3842.05,3762.3,79.75
759801,,,-102.684445,35.032778,Deaf Smith,1,12,1995,3862.25,3813,49.25
759802,,,-102.702501,35.004167,Deaf Smith,12,5,1995,3876.9,3790.5,86.4
759901,,,-102.639722,35.019722,Deaf Smith,12,5,1995,3832.8,3762.6,70.2
760101,,,-102.605556,35.101945,Deaf Smith,12,5,1995,3804.9,3740.4,64.5
760201,,,-102.564445,35.102778,Deaf Smith,1,12,1995,3811.3,3742.5,68.8
760301,,,-102.506667,35.105001,Deaf Smith,1,12,1995,3758.76,3707.8,50.96
760302,,,-102.511945,35.123611,Deaf Smith,12,5,1995,3772.9,3710.9,62
760401,,,-102.615001,35.057501,Deaf Smith,1,12,1995,3817.29,3733.9,83.39
760502,,,-102.549722,35.072222,Deaf Smith,1,12,1995,3765.48,3704.9,60.58
760901,,,-102.5175,35.031389,Deaf Smith,1,12,1995,3777.89,3697.4,80.49
761105,,,-102.471389,35.108612,Deaf Smith,1,16,1995,3743.18,3685.9,57.28
761224,,,-102.436389,35.103889,Deaf Smith,2,10,1995,3735.7,3689.3,46.4
761324,,,-102.401112,35.095834,Deaf Smith,1,16,1995,3753.73,3702.9,50.83
761523,,,-102.446389,35.055834,Deaf Smith,1,16,1995,3739.86,3656.2,83.66
761601,,,-102.393056,35.071667,Deaf Smith,2,10,1995,3727.89,3686.7,41.19
761802,,,-102.433889,35.0275,Deaf Smith,1,12,1995,3729.55,3637.3,92.25
761804,,,-102.455001,35.016667,Deaf Smith,1,16,1995,3731.65,3628.7,102.95
761902,,,-102.398056,35.011945,Deaf Smith,2,10,1995,3691.71,3533,158.71
762101,,,-102.348056,35.085,Deaf Smith,1,16,1995,3696.14,3644.6,51.54
762301,,,-102.273889,35.095556,Deaf Smith,1,13,1995,3697.49,3659.9,37.59
762502,,,-102.312778,35.055556,Deaf Smith,1,13,1995,3681.76,3573,108.76
762601,,,-102.256389,35.059167,Deaf Smith,1,13,1995,3639.16,3588.2,50.96
762823,,,-102.313889,35.006389,Deaf Smith,1,13,1995,3676.02,3578.7,97.32
763301,,,-102.150278,35.102223,Randall,1,18,1995,3593.11,3506.4,86.71
763501,,,-102.203056,35.051667,Deaf Smith,1,13,1995,3654.03,3582.2,71.83
763601,,,-102.132222,35.058334,Randall,1,18,1995,3596.33,3520.8,75.53
763702,,,-102.213334,35.011945,Deaf Smith,1,13,1995,3626.16,3508.3,117.86
763902,,,-102.150556,35.025278,Randall,1,18,1995,3613.4,3522.7,90.7
764135,,,-102.099445,35.124722,Randall,2,8,1995,3583.58,3518.2,65.38
764202,,,-102.051112,35.117222,Randall,1,19,1995,3581.9,3555.7,26.2
764209,,,-102.076667,35.118055,Randall,1,19,1995,3611.58,3561.1,50.48
764308,,,-102.019167,35.117222,Randall,10,12,1995,3533,3457.8,75.2
764411,,,-102.096111,35.072778,Randall,1,18,1995,3653.13,3569.5,83.63
764422,,,-102.096389,35.053056,Randall,1,18,1995,3643.71,3561.9,81.81
764507,,,-102.046945,35.075833,Randall,1,19,1995,3570.39,3550.9,19.49
764624,,,-102.011667,35.050556,Randall,1,19,1995,3522.91,3419.1,103.81
764816,,,-102.051945,35.014167,Randall,1,18,1995,3584.2,3571.4,12.8
808601,,,-103.028889,35.918055,Hartley,3,16,1995,4191.07,4020,171.07
816602,,,-103.006389,35.801945,Hartley,3,15,1995,4042.9,3910,132.9
916901,,,-103.027222,34.765556,Deaf Smith,1,16,1995,4133.2,4091,42.2
924302,,,-103.027778,34.740278,Parmer,1,10,1995,4092.88,4079.3,13.58
924601,,,-103.012501,34.706389,Parmer,1,10,1995,4060.82,4023.7,37.12
924603,,,-103.002223,34.685556,Parmer,2,17,1995,4052.85,4014.4,38.45
924901,,,-103.0375,34.666389,Parmer,1,10,1995,4040.28,4005.5,34.78
932303,,,-103.038056,34.617222,Parmer,1,10,1995,4025.36,3960.6,64.76
932501,,,-103.0425,34.575555,Parmer,1,10,1995,3934.89,3834.3,100.59
940201,,,-103.043056,34.481667,Parmer,1,9,1995,3870.37,3801.8,68.57
940801,,,-103.043611,34.3925,Parmer,1,9,1995,3845.11,3735.3,109.81
940901,,,-103.008612,34.410278,Parmer,1,9,1995,3812.37,3724.9,87.47
940903,,,-103.040278,34.376389,Parmer,1,9,1995,3845.32,3729,116.32
948301,,,-103.008612,34.355001,Parmer,1,9,1995,3838.98,3747.2,91.78
948902,,,-103.033611,34.2875,Bailey,1,26,1995,3867.34,3757.7,109.64
956601,,,-103.020555,34.188334,Bailey,1,18,1995,3904.26,3797.5,106.76
956602,,,-103.029444,34.205278,Bailey,1,18,1995,3898.94,3801.5,97.44
956902,,,-103.010278,34.144445,Bailey,1,26,1995,3895.69,3748,147.69
964301,,,-103.021111,34.0925,Bailey,2,27,1995,3854.89,3765,89.89
1001301,,,-102.905001,34.984445,Deaf Smith,12,5,1995,4027.2,4014,13.2
1001401,,,-102.975278,34.930278,Deaf Smith,12,5,1995,4174.2,4159.3,14.9
1002301,,,-102.754445,34.974722,Deaf Smith,1,13,1995,3907.66,3831.3,76.36
1002401,,,-102.874444,34.948611,Deaf Smith,12,5,1995,4023.9,3955.7,68.2
1002501,,,-102.810278,34.923333,Deaf Smith,12,5,1995,3961,3915.2,45.8
1002802,,,-102.801945,34.890834,Deaf Smith,12,5,1995,3970.5,3911.3,59.2
1002901,,,-102.763056,34.901945,Deaf Smith,12,5,1995,3934.9,3907.4,27.5
1003201,,,-102.671111,34.975,Deaf Smith,1,13,1995,3836.1,3761.9,74.2
1003501,,,-102.692222,34.92,Deaf Smith,1,13,1995,3888.75,3862.9,25.85
1003702,,,-102.710556,34.903056,Deaf Smith,2,15,1995,3914.92,3866.2,48.72
1003902,,,-102.633055,34.911667,Deaf Smith,1,13,1995,3812.06,3719.5,92.56
1003903,,,-102.659167,34.911945,Deaf Smith,1,13,1995,3845.45,3796,49.45
1004101,,,-102.623889,34.974444,Deaf Smith,1,13,1995,3805.5,3734.3,71.2
1004202,,,-102.556112,34.999167,Deaf Smith,1,13,1995,3761.23,3702.8,58.43
1004301,,,-102.508889,34.991389,Deaf Smith,1,13,1995,3734.3,3668,66.3
1004504,,,-102.575,34.925555,Deaf Smith,1,13,1995,3773.85,3675.5,98.35
1004603,,,-102.523611,34.925278,Deaf Smith,1,13,1995,3726.97,3687.9,39.07
1004901,,,-102.527778,34.895556,Deaf Smith,1,16,1995,3725.3,3683.7,41.6
1005225,,,-102.438056,34.969722,Deaf Smith,1,12,1995,3678.31,3580,98.31
1005502,,,-102.455556,34.933889,Deaf Smith,1,12,1995,3685.79,3598.1,87.69
1005603,,,-102.403056,34.945278,Deaf Smith,1,12,1995,3684.72,3498.9,185.82
1005804,,,-102.4375,34.881944,Deaf Smith,1,12,1995,3668.39,3525.3,143.09
1005905,,,-102.407223,34.902501,Deaf Smith,1,12,1995,3630.72,3456.3,174.42
1006101,,,-102.372222,34.982222,Deaf Smith,1,12,1995,3690.98,3497,193.98
1006201,,,-102.314723,34.971389,Deaf Smith,1,13,1995,3664.53,3563.6,100.93
1006302,,,-102.255278,34.986111,Deaf Smith,1,13,1995,3627.61,3558,69.61
1006403,,,-102.359445,34.935278,Deaf Smith,1,12,1995,3645.57,3487.8,157.77
1006602,,,-102.251667,34.941667,Deaf Smith,1,16,1995,3604.45,3560,44.45
1006709,,,-102.334167,34.875555,Deaf Smith,1,13,1995,3707.78,3492,215.78
1006805,,,-102.333055,34.893889,Deaf Smith,1,13,1995,3638.29,3494.4,143.89
1006909,,,-102.288889,34.908056,Deaf Smith,1,13,1995,3629.27,3549,80.27
1007301,,,-102.148334,34.985834,Randall,1,18,1995,3642.05,3600.3,41.75
1007403,,,-102.213612,34.928333,Deaf Smith,1,16,1995,3618.54,3531.8,86.74
1007404,,,-102.214445,34.956667,Deaf Smith,1,13,1995,3614.22,3511.7,102.52
1007601,,,-102.148611,34.933055,Randall,1,18,1995,3669.03,3560.4,108.63
1007701,,,-102.240556,34.889167,Deaf Smith,1,16,1995,3666.81,3573.2,93.61
1007805,,,-102.198056,34.906667,Deaf Smith,1,16,1995,3654.16,3554.5,99.66
1008102,,,-102.096667,34.988889,Randall,1,18,1995,3608.65,3558.6,50.05
1008132,,,-102.090834,34.967222,Randall,1,18,1995,3588.14,3527,61.14
1008213,,,-102.0425,34.981111,Randall,1,18,1995,3583.33,3521.8,61.53
1008405,,,-102.113612,34.949722,Randall,1,18,1995,3653.5,3569.7,83.8
1008417,,,-102.110556,34.920278,Randall,1,17,1995,3653.67,3603.9,49.77
1009401,,,-102.989722,34.815556,Deaf Smith,12,5,1995,4240.4,4226.8,13.6
1009601,,,-102.903056,34.821111,Deaf Smith,1,16,1995,4156.12,4128,28.12
1009801,,,-102.919722,34.769722,Deaf Smith,1,16,1995,4153.95,4123.3,30.65
1010101,,,-102.857778,34.857501,Deaf Smith,12,5,1995,4046.9,4033.2,13.7
1010301,,,-102.765556,34.834167,Deaf Smith,12,5,1995,3971.7,3920.1,51.6
1010701,,,-102.846389,34.786389,Deaf Smith,1,16,1995,3944.1,3891.5,52.6
1011401,,,-102.748334,34.802223,Deaf Smith,1,16,1995,3858.1,3803,55.1
1011402,,,-102.743334,34.828611,Deaf Smith,12,5,1995,3965,3881.4,83.6
1011404,,,-102.708612,34.793611,Deaf Smith,1,12,1995,3832.7,3800.8,31.9
1011601,,,-102.644167,34.814445,Deaf Smith,1,12,1995,3832.58,3787.3,45.28
1011802,,,-102.691111,34.757778,Deaf Smith,1,12,1995,3779.91,3724.1,55.81
1011901,,,-102.655278,34.778611,Deaf Smith,1,12,1995,3783.67,3741.9,41.77
1012104,,,-102.605278,34.846111,Deaf Smith,1,11,1995,3781.96,3745.1,36.86
1012203,,,-102.573889,34.872222,Deaf Smith,1,11,1995,3846.95,3827.9,19.05
1012302,,,-102.506112,34.852223,Deaf Smith,1,11,1995,3676.03,3571.9,104.13
1012404,,,-102.602501,34.805001,Deaf Smith,2,15,1995,3727.62,3692,35.62
1012504,,,-102.546667,34.820555,Deaf Smith,1,11,1995,3692.9,3594,98.9
1012703,,,-102.605834,34.7675,Deaf Smith,1,11,1995,3747.39,3673.3,74.09
1012904,,,-102.511945,34.762778,Deaf Smith,1,11,1995,3696.65,3521,175.65
1013104,,,-102.477778,34.866389,Deaf Smith,1,12,1995,3650.37,3543.7,106.67
1013305,,,-102.404445,34.873055,Deaf Smith,1,12,1995,3628.56,3435.4,193.16
1013307,,,-102.404445,34.8475,Deaf Smith,1,17,1995,3637.14,3484.8,152.34
