POINTID,GRID_CODE,x_center,y_center
160,201.28849792,-101.12122109000,36.49086897320
161,199.77713013,-101.02708055300,36.49451111550
162,181.36958313,-100.98000655100,36.49630686040
163,127.20290375,-100.93293009000,36.49808571960
164,177.77703857,-103.02339642500,36.38562466450
165,182.50102234,-102.99992846200,36.38688259080
166,187.87449646,-102.97645963800,36.38813631120
167,189.13839722,-102.95298995900,36.38938582570
168,185.22091675,-102.92951942500,36.39063113410
169,182.40185547,-102.90604804000,36.39187223610
170,177.41589355,-102.85910272800,36.39434182020
171,150.01115417,-102.81215404600,36.39679457650
172,109.82496643,-102.76520201700,36.39923050350
173,106.32043457,-102.71824666200,36.40164959960
174,109.49664307,-102.67128800600,36.40405186320
175,125.64304352,-102.62432606900,36.40643729280
176,148.43801880,-102.57736087600,36.40880588690
177,167.61959839,-102.53039244900,36.41115764410
178,99.89562225,-102.48342081000,36.41349256270
179,93.21681976,-102.43644598300,36.41581064130
180,80.65863037,-102.38946799000,36.41811187840
181,80.29409790,-102.34248685400,36.42039627270
182,87.92746735,-102.29550259700,36.42266382250
183,85.71054840,-102.24851524300,36.42491452640
184,75.46717834,-102.20152481300,36.42714838310
185,123.24362183,-102.15453133200,36.42936539110
186,99.24311829,-102.10753482200,36.43156554900
187,126.37623596,-102.06053530500,36.43374885530
188,154.94551086,-102.01353280400,36.43591530870
189,144.82412720,-101.96652734300,36.43806490790
190,158.37025452,-101.91951894400,36.44019765130
191,137.05630493,-101.87250762900,36.44231353770
192,124.04173279,-101.82549342300,36.44441256570
193,146.23138428,-101.77847634700,36.44649473400
194,165.16101074,-101.73145642400,36.44856004130
195,150.36172485,-101.68443367800,36.45060848610
196,142.37866211,-101.63740813100,36.45264006720
197,99.39010620,-101.59037980700,36.45465478340
198,81.74626923,-101.54334872700,36.45665263330
199,89.12049866,-101.49631491500,36.45863361560
200,89.21243286,-101.44927839400,36.46059772910
201,95.29995728,-101.40223918700,36.46254497250
202,107.07979584,-101.35519731700,36.46447534460
203,149.04104614,-101.30815280600,36.46638884410
204,196.51802063,-101.26110567800,36.46828546980
205,254.64678955,-101.21405595600,36.47016522050
206,254.96783447,-101.16700366200,36.47202809490
207,228.72232056,-101.11994881900,36.47387409200
208,203.84266663,-101.07289145100,36.47570321050
209,203.92712402,-101.02583158100,36.47751544930
210,184.09461975,-100.97876923100,36.47931080710
211,135.14228821,-100.93170442500,36.48108928280
212,53.20867157,-100.88463718500,36.48285087530
213,101.67213440,-100.83756753500,36.48459558350
214,141.79708862,-100.79049549700,36.48632340620
215,156.12161255,-100.74342109500,36.48803434230
216,155.50831604,-100.69634435100,36.48972839080
217,177.56594849,-100.64926529000,36.49140555050
218,201.68687439,-100.60218393300,36.49306582030
219,241.38116455,-100.55510030300,36.49470919930
220,234.51377869,-100.53155764400,36.49552455440
221,225.94496155,-100.50801442500,36.49633568630
222,222.25918579,-100.48447064900,36.49714259500
223,217.03584290,-100.46092632000,36.49794528030
224,214.73704529,-100.43738144000,36.49874374210
225,215.94857788,-100.41383601300,36.49953798030
226,174.60350037,-103.02165501800,36.36864818110
227,179.03634644,-102.99819283100,36.36990583760
228,182.38252258,-102.97472978500,36.37115928920
229,183.08502197,-102.95126588300,36.37240853570
230,179.32093811,-102.92780112700,36.37365357690
231,174.00509644,-102.90433552100,36.37489441270
232,175.91152954,-102.85740176900,36.37736346710
233,152.69328308,-102.81046464900,36.37981569710
234,119.41925812,-102.76352418400,36.38225110140
235,111.02923584,-102.71658039700,36.38466967830
236,111.58196259,-102.66963331000,36.38707142630
237,122.72019196,-102.62268294500,36.38945634390
238,139.84132385,-102.57572932600,36.39182442960
239,141.22521973,-102.52877247600,36.39417568180
240,95.68084717,-102.48181241600,36.39651009900
241,86.48400116,-102.43484917100,36.39882767980
242,76.15839386,-102.38788276100,36.40112842270
243,84.99675751,-102.34091321100,36.40341232620
244,93.52911377,-102.29394054300,36.40567938890
245,97.94905090,-102.24696477900,36.40792960930
246,102.21020508,-102.19998594300,36.41016298600
247,117.46810913,-102.15300405700,36.41237951750
248,117.78670502,-102.10601914400,36.41457920250
249,129.96104431,-102.05903122700,36.41676203960
250,145.19902039,-102.01204032900,36.41892802730
251,144.30705261,-101.96504647200,36.42107716430
252,147.69073486,-101.91804967900,36.42320944910
253,134.86178589,-101.87104997300,36.42532488060
254,99.57869720,-101.82404737700,36.42742345720
255,143.64062500,-101.77704191400,36.42950517760
256,167.18762207,-101.73003360600,36.43157004060
257,157.98313904,-101.68302247700,36.43361804470
258,156.34153748,-101.63600854900,36.43564918880
259,109.79312897,-101.58899184600,36.43766347150
260,55.36779785,-101.54197238900,36.43966089140
261,80.68965912,-101.49495020300,36.44164144740
262,92.16670227,-101.44792530900,36.44360513810
263,92.67668915,-101.40089773100,36.44555196240
264,93.42824554,-101.35386749200,36.44748191890
265,142.47241211,-101.30683461500,36.44939500640
266,202.17814636,-101.25979912200,36.45129122380
267,231.89553833,-101.21276103600,36.45317056970
268,262.77639771,-101.16572038200,36.45503304300
269,250.28076172,-101.11867718000,36.45687864250
270,208.09834290,-101.02458322900,36.46051921530
271,191.13540649,-100.97753252600,36.46231418640
272,152.55906677,-100.93047936800,36.46409227890
273,102.02906799,-100.88342377800,36.46585349190
274,123.83663177,-100.83636578000,36.46759782410
275,144.40863037,-100.78930539600,36.46932527440
276,153.85624695,-100.74224264900,36.47103584180
277,162.12661743,-100.69517756300,36.47272952510
278,181.31781006,-100.64811016000,36.47440632330
279,222.69726563,-100.60104046300,36.47606623520
280,259.81384277,-100.55396849600,36.47770925990
281,245.53829956,-100.53043166800,36.47852443910
282,229.46228027,-100.50689428200,36.47933539620
283,221.67604065,-100.48335633900,36.48014213090
284,214.07037354,-100.45981784300,36.48094464310
285,210.52662659,-100.43627879600,36.48174293270
286,213.78446960,-100.41273920300,36.48253699960
287,216.69245911,-100.38919906400,36.48332684360
288,219.12106323,-100.36565838400,36.48411246470
289,214.39828491,-100.34211716500,36.48489386260
290,200.23680115,-100.31857541000,36.48567103730
291,174.29598999,-100.29503312200,36.48644398860
292,157.65856934,-100.27149030400,36.48721271640
293,182.77163696,-100.24794695900,36.48797722070
294,204.82286072,-100.22440308900,36.48873750120
295,215.97338867,-100.20085869800,36.48949355780
296,229.48802185,-100.17731378800,36.49024539040
297,244.20040894,-100.15376836300,36.49099299900
298,261.58721924,-100.13022242500,36.49173638330
299,261.26882935,-100.10667597600,36.49247554340
300,238.44668579,-100.08312902100,36.49321047890
301,219.62393188,-100.05958156200,36.49394118990
302,226.16876221,-100.03603360100,36.49466767620
303,252.22210693,-100.01248514200,36.49538993760
304,170.20083618,-103.01991447300,36.35167111290
305,173.59513855,-102.99645806000,36.35292849980
306,175.76210022,-102.97300078800,36.35418168270
307,177.56904602,-102.94954266000,36.35543066150
308,177.99971008,-102.92608368000,36.35667543580
309,172.97923279,-102.90262385000,36.35791600560
310,183.62710571,-102.85570165200,36.36038453060
311,154.34451294,-102.80877608800,36.36283623480
312,125.81979370,-102.76184718200,36.36527111680
313,112.98467255,-102.71491495600,36.36768917500
314,113.57305145,-102.66797943300,36.37009040790
315,121.17772675,-102.62104063500,36.37247481380
316,128.57334900,-102.57409858400,36.37484239140
317,120.26816559,-102.52715330500,36.37719313910
318,88.02239227,-102.48020481900,36.37952705530
319,74.91630554,-102.43325314900,36.38184413870
320,64.55216217,-102.38629831800,36.38414438780
321,84.96131897,-102.33934034800,36.38642780100
322,99.01377869,-102.29237926200,36.38869437690
323,112.77030182,-102.24541508400,36.39094411410
324,121.12071228,-102.19844783500,36.39317701120
325,120.70807648,-102.15147753900,36.39539306670
326,128.25314331,-102.10450421800,36.39759227930
327,135.88624573,-102.05752789500,36.39977464740
328,143.00401306,-102.01054859300,36.40194016970
329,143.61239624,-101.96356633400,36.40408884500
330,143.56416321,-101.91658114200,36.40622067160
331,133.24023438,-101.86959303900,36.40833564840
332,90.88754272,-101.82260204800,36.41043377400
333,150.93510437,-101.77560819200,36.41251504690
334,188.44190979,-101.72861149300,36.41457946600
335,172.10751343,-101.68161197600,36.41662702990
336,170.03356934,-101.63460966100,36.41865773720
337,144.71463013,-101.58760457300,36.42067158670
338,46.93932343,-101.54059673400,36.42266857710
339,81.49554443,-101.49358616700,36.42464870700
340,95.99723816,-101.44657289500,36.42661197540
341,89.21092987,-101.39955694100,36.42855838080
342,68.68076324,-101.35253832700,36.43048792210
343,131.45414734,-101.30551707700,36.43240059800
344,213.85252380,-101.25849321400,36.43429640730
345,216.37281799,-101.21146676000,36.43617534880
346,250.48284912,-101.16443773800,36.43803742120
347,240.89881897,-101.11740617200,36.43988262340
348,220.44700623,-101.07037208400,36.44171095430
349,213.62532043,-101.02333549700,36.44352241260
350,200.13235474,-100.97629643400,36.44531699710
351,173.83413696,-100.92925491900,36.44709470680
352,145.80000305,-100.88221097300,36.44885554050
353,145.57565308,-100.83516462100,36.45059949700
354,144.79830933,-100.78811588500,36.45232657530
355,147.96524048,-100.74106478800,36.45403677420
356,163.85592651,-100.69401135300,36.45573009270
357,186.89244080,-100.64695560300,36.45740652960
358,212.87847900,-100.59989756200,36.45906608390
359,256.44454956,-100.55283725100,36.46070875450
360,249.22009277,-100.52930625200,36.46152375810
361,229.88287354,-100.50577469500,36.46233454040
362,221.19700623,-100.48224258200,36.46314110130
363,208.94830322,-100.45870991600,36.46394344060
364,199.75859070,-100.43517670000,36.46474155810
365,212.61233521,-100.41164293700,36.46553545390
366,218.01672363,-100.38810863000,36.46632512770
367,219.82612610,-100.36457378200,36.46711057940
368,218.31744385,-100.34103839500,36.46789180890
369,208.06100464,-100.31750247200,36.46866881600
370,188.31565857,-100.29396601800,36.46944160070
371,177.22343445,-100.27042903300,36.47021016280
372,196.18347168,-100.24689152100,36.47097450220
373,203.97149658,-100.22335348600,36.47173461880
374,212.48727417,-100.19981492900,36.47249051240
375,224.49543762,-100.17627585400,36.47324218300
376,234.99218750,-100.15273626400,36.47398963040
377,242.53143311,-100.12919616200,36.47473285440
378,240.58776855,-100.10565554900,36.47547185500
379,231.17230225,-100.08211443100,36.47620663210
380,223.78857422,-100.05857280800,36.47693718550
381,233.59231567,-100.03503068400,36.47766351510
382,269.71865845,-100.01148806300,36.47838562080
383,165.20584106,-103.01817478900,36.33469345870
384,167.94155884,-102.99472414600,36.33595057630
385,170.98495483,-102.97127264600,36.33720349080
386,173.76882935,-102.94782029000,36.33845220190
387,179.24940491,-102.92436708200,36.33969670960
388,192.17477417,-102.90091302500,36.34093701360
389,189.91102600,-102.85400237600,36.34340500960
390,151.10986328,-102.80708836300,36.34585618850
391,125.61186981,-102.76017101000,36.34829054870
392,114.02274323,-102.71325034000,36.35070808860
393,112.84297180,-102.66632637400,36.35310880660
394,120.16737366,-102.61939913700,36.35549270140
395,124.43604279,-102.57246865000,36.35785977130
396,114.38748932,-102.52553493600,36.36021001480
397,55.01275253,-102.47859801700,36.36254343050
398,62.14928818,-102.43165791700,36.36486001690
399,61.88959885,-102.38471465900,36.36715977250
400,86.19242096,-102.33776826400,36.36944269580
401,105.59812164,-102.29081875500,36.37170878540
402,126.53048706,-102.24386615600,36.37395803990
403,137.93905640,-102.19691048900,36.37619045770
404,124.94918823,-102.14995177700,36.37840603750
405,145.50735474,-102.10299004200,36.38060477800
406,142.02488708,-102.05602530700,36.38278667760
407,142.08950806,-102.00905759600,36.38495173500
408,144.74569702,-101.96208693000,36.38709994880
409,146.95495605,-101.91511333300,36.38923131760
410,143.38171387,-101.86813682700,36.39134584010
411,127.23332977,-101.82115743500,36.39344351500
412,170.98625183,-101.77417518000,36.39552434090
413,221.15301514,-101.72719008600,36.39758831640
414,184.04679871,-101.68020217300,36.39963544030
415,179.02183533,-101.63321146700,36.40166571120
416,149.46838379,-101.58621798800,36.40367912790
417,94.58111572,-101.53922176100,36.40567568910
418,99.50549316,-101.49222280800,36.40765539340
419,96.93411255,-101.44522115200,36.40961823970
420,90.67262268,-101.39821681500,36.41156422670
421,59.74285126,-101.35120982100,36.41349335310
422,125.79246521,-101.30420019300,36.41540561760
423,197.83213806,-101.25718795300,36.41730101920
424,205.86753845,-101.21017312500,36.41917955660
425,226.24122620,-101.16315573100,36.42104122850
426,224.08920288,-101.11613579400,36.42288603380
427,220.27433777,-101.06911333700,36.42471397130
428,219.80165100,-101.02208838300,36.42652503980
429,206.65171814,-100.97506095600,36.42831923820
430,184.71423340,-100.92803107700,36.43009656530
431,169.16441345,-100.88099877000,36.43185702000
432,160.18249512,-100.83396405900,36.43360060120
433,142.12747192,-100.78692696500,36.43532730770
434,135.55387878,-100.73988751100,36.43703713850
435,160.15884399,-100.69284572200,36.43873009240
436,186.10507202,-100.64580162000,36.44040616840
437,177.64271545,-100.59875522700,36.44206536530
438,206.94686890,-100.55170656800,36.44370768220
439,227.80523682,-100.52818139500,36.44452251030
440,225.86071777,-100.50465566400,36.44533311800
441,226.27133179,-100.48112937700,36.44613950510
442,198.34509277,-100.45760253900,36.44694167160
443,170.72608948,-100.43407515000,36.44773961730
444,205.24324036,-100.41054721600,36.44853334200
445,218.27465820,-100.38701873700,36.44932284570
446,222.19839478,-100.36348971800,36.45010812820
447,225.15855408,-100.33996016000,36.45088918940
448,221.91113281,-100.31643006700,36.45166602920
449,215.67544556,-100.29289944300,36.45243864740
450,210.72793579,-100.26936828800,36.45320704390
451,208.53578186,-100.24583660800,36.45397121860
452,200.31021118,-100.22230440300,36.45473117140
453,210.30567932,-100.19877167800,36.45548690220
454,221.12022400,-100.17523843600,36.45623841070
455,228.15905762,-100.15170467800,36.45698569700
456,232.26509094,-100.12817040800,36.45772876090
457,229.12562561,-100.10463562900,36.45846760230
458,221.07298279,-100.08110034400,36.45920222100
459,226.93800354,-100.05756455500,36.45993261690
460,242.09913635,-100.03402826600,36.46065879000
461,254.84584045,-100.01049147900,36.46138074010
462,158.49984741,-103.03987998100,36.31645416690
463,159.88705444,-103.01643596600,36.31771521740
464,162.07304382,-102.99299109100,36.31897206590
465,165.08700562,-102.96954535800,36.32022471210
466,168.15496826,-102.94609877200,36.32147315600
467,173.92572021,-102.92265133400,36.32271739720
468,182.35043335,-102.89920304800,36.32395743560
469,176.47526550,-102.85230394000,36.32642490310
470,141.89225769,-102.80540147300,36.32887555700
471,117.10630035,-102.75849566700,36.33130939580
472,111.13196564,-102.71158654700,36.33372641780
473,111.88318634,-102.66467413400,36.33612662150
474,115.05264282,-102.61775845200,36.33851000540
475,126.68864441,-102.57083952200,36.34087656810
476,131.65988159,-102.52391736700,36.34322630790
477,37.66929626,-102.47699201100,36.34555922350
478,54.82303238,-102.43006347600,36.34787531320
479,73.51830292,-102.38313178400,36.35017457580
480,95.00082397,-102.33619695800,36.35245700960
481,117.02611542,-102.28925902100,36.35472261320
482,140.75151062,-102.24231799500,36.35697138530
483,160.53150940,-102.19537390400,36.35920332430
484,141.87307739,-102.14842677000,36.36141842880
485,148.90965271,-102.10147661600,36.36361669760
486,144.15473938,-102.05452346400,36.36579812900
487,143.78022766,-102.00756733700,36.36796272180
488,145.90299988,-101.96060825800,36.37011047460
489,152.92637634,-101.91364625000,36.37224138600
490,161.10598755,-101.86668133600,36.37435545460
491,160.92994690,-101.81971353800,36.37645267910
492,186.17422485,-101.77274287900,36.37853305820
493,229.00695801,-101.72576938200,36.38059659060
494,190.26266479,-101.67879307000,36.38264327490
495,186.54670715,-101.63181396500,36.38467310980
496,153.02865601,-101.58483209100,36.38668609400
497,135.46192932,-101.53784746900,36.38868222630
498,124.99183655,-101.49086012400,36.39066150540
499,100.43087006,-101.44387007800,36.39262392990
500,91.53088379,-101.39687735400,36.39456949870
501,92.80802155,-101.34988197400,36.39649821060
502,113.94803619,-101.30288396200,36.39841006420
503,167.50421143,-101.25588334000,36.40030505840
504,195.38516235,-101.20888013200,36.40218319200
505,208.19100952,-101.16187435900,36.40404446370
506,222.26655579,-101.11486604600,36.40588887230
507,218.73919678,-101.06785521500,36.40771641680
508,228.73100281,-101.02084188900,36.40952709590
509,212.14176941,-100.97382609000,36.41132090850
510,195.78404236,-100.92680784300,36.41309785330
511,179.09170532,-100.87978716900,36.41485792940
512,168.34445190,-100.83276409100,36.41660113550
513,140.28330994,-100.78573863400,36.41832747060
514,117.32575989,-100.73871081900,36.42003693350
515,158.57460022,-100.69168067000,36.42172952310
516,184.45103455,-100.64464820900,36.42340523840
517,176.53715515,-100.59761346000,36.42506407830
518,196.92900085,-100.55057644500,36.42670604180
519,224.43231201,-100.52705709500,36.42752069450
520,230.45962524,-100.50353718800,36.42833112770
521,222.21792603,-100.48001672500,36.42913734130
522,201.69766235,-100.45649571100,36.42993933510
523,184.14250183,-100.43297414800,36.43073710900
524,204.64430237,-100.40945203800,36.43153066280
525,219.39439392,-100.38592938500,36.43231999650
526,229.47659302,-100.36240619200,36.43310511000
527,235.07878113,-100.33888246000,36.43388600300
528,236.00454712,-100.31535819500,36.43466267550
529,235.51062012,-100.29183339700,36.43543512740
530,232.53251648,-100.26830807000,36.43620335850
531,226.14300537,-100.24478221800,36.43696736860
532,217.46186829,-100.22125584200,36.43772715780
533,217.83125305,-100.19772894600,36.43848272580
534,216.42466736,-100.17420153200,36.43923407250
535,222.12463379,-100.15067360400,36.43998119790
536,228.82255554,-100.12714516400,36.44072410170
537,224.30239868,-100.10361621500,36.44146278400
538,202.86315918,-100.08008676000,36.44219724450
539,220.79077148,-100.05655680300,36.44292748310
540,257.51202393,-100.03302634500,36.44365349970
541,251.92745972,-100.00949539000,36.44437529430
542,156.35328674,-103.03813625300,36.29947560710
543,155.98348999,-103.01469800200,36.30073638790
544,157.67797852,-102.99125889200,36.30199296750
545,158.72129822,-102.96781892500,36.30324534570
546,160.72100830,-102.94437810500,36.30449352240
547,163.67634583,-102.92093643400,36.30573749740
548,165.63633728,-102.89749391500,36.30697727040
549,156.98905945,-102.85060634500,36.30944420990
550,124.30126953,-102.80371541700,36.31189433930
551,97.44464111,-102.75682115400,36.31432765700
552,103.63565826,-102.70992357800,36.31674416150
553,106.87017822,-102.66302271200,36.31914385130
554,115.74176788,-102.61611857800,36.32152672490
555,130.39353943,-102.56921120000,36.32389278070
556,156.23217773,-102.52230060000,36.32624201720
557,72.28453064,-102.47538680000,36.32857443300
558,68.49294281,-102.42846982300,36.33089002660
559,86.80880737,-102.38154969200,36.33318879640
560,104.70837402,-102.33462643000,36.33547074110
561,127.53636169,-102.28770005900,36.33773585920
562,148.00628662,-102.24077060100,36.33998414930
563,174.75283813,-102.19383808000,36.34221560980
564,154.78460693,-102.14690251900,36.34443023950
565,147.34347534,-102.09996393900,36.34662803690
566,147.15397644,-102.05302236400,36.34880900050
567,140.65057373,-102.00607781700,36.35097312910
568,149.03689575,-101.95913031900,36.35312042130
569,153.07844543,-101.91217989500,36.35525087550
570,173.04212952,-101.86522656600,36.35736449070
571,183.66699219,-101.81827035600,36.35946126520
572,199.62260437,-101.77131128700,36.36154119800
573,215.30586243,-101.72434938200,36.36360428750
574,192.82460022,-101.67738466400,36.36565053250
575,181.76174927,-101.63041715600,36.36767993170
576,164.98802185,-101.58344688000,36.36969248390
577,158.38533020,-101.53647385900,36.37168818760
578,145.60368347,-101.48949811600,36.37366704170
579,101.55269623,-101.44251967400,36.37562904490
580,89.03834534,-101.39553855600,36.37757419590
581,108.90831757,-101.34855478500,36.37950249360
582,113.33046722,-101.30156838300,36.38141393660
583,149.62776184,-101.25457937400,36.38330852370
584,186.46014404,-101.20758777900,36.38518625380
585,195.15728760,-101.16059362300,36.38704712560
586,205.47642517,-101.11359692800,36.38889113800
587,203.50628662,-101.06659771600,36.39071828970
588,217.65299988,-101.01959601200,36.39252857970
589,205.89985657,-100.97259183700,36.39432200670
590,205.46855164,-100.92558521400,36.39609856970
591,182.02653503,-100.87857616800,36.39785826740
592,171.80313110,-100.83156471900,36.39960109870
593,144.73892212,-100.78455089300,36.40132706270
594,126.01167297,-100.73753471000,36.40303615800
595,155.87312317,-100.69051619500,36.40472838370
596,186.68928528,-100.64349537000,36.40640373860
597,188.89067078,-100.59647225800,36.40806222180
598,213.10974121,-100.54944688300,36.40970383200
599,251.69239807,-100.52593335300,36.41051830950
600,254.54156494,-100.50241926700,36.41132856840
601,231.14189148,-100.47890462500,36.41213460850
602,217.53581238,-100.45538943300,36.41293642980
603,211.84585571,-100.43187369100,36.41373403210
604,218.49224854,-100.40835740400,36.41452741520
605,230.78886414,-100.38484057400,36.41531657910
